additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,short_name,character,unicodes
weather,weather,223,1.001E+04,FALSE,,,scattered.thunderstorm.night.fill,,,cloud.moon.bolt.fill,􀇡,XXXXX
,,223,100AD8,FALSE,,,,,,text.book.closed.fill,􀫘,XXXXX
weather,weather,224,1.001E+05,FALSE,,,smoke,,,smoke,􀇢,XXXXX
,objects & tools,224,100920,FALSE,,,,,,greetingcard,􀤠,XXXXX
weather,weather,225,1.001E+06,FALSE,,,smoke.fill,,,smoke.fill,􀇣,XXXXX
,objects & tools,225,100921,FALSE,,,,,,greetingcard.fill,􀤡,XXXXX
weather,weather,226,1.001E+07,FALSE,,,breezy,,,wind,􀇤,XXXXX
weather,weather,227,1.001E+08,FALSE,,,snow.flurry,,,snow,􀇥,XXXXX
weather,weather,228,1.001E+09,FALSE,,,blowing.snow,,,wind.snow,􀇦,XXXXX
,objects & tools,228,100260,FALSE,,,bookmark.circle,,,bookmark.circle,􀉠,XXXXX
weather,weather,229,1.001E+10,FALSE,,,tornado,,,tornado,􀇧,XXXXX
,objects & tools,229,100261,FALSE,,,bookmark.circle.fill,,,bookmark.circle.fill,􀉡,XXXXX
weather,weather,230,1.001E+11,FALSE,,,tropical.storm,,,tropicalstorm,􀇨,XXXXX
,objects & tools,230,1007CD,FALSE,,,,,,bookmark.slash,􀟍,XXXXX
weather,weather,231,1.001E+12,FALSE,,,hurricane,,,hurricane,􀇩,XXXXX
,objects & tools,231,1007CE,FALSE,,,,,,bookmark.slash.fill,􀟎,XXXXX
weather,weather,232,1001EA,FALSE,,,hot,,,thermometer.sun,􀇪,XXXXX
weather,weather,233,1001EB,FALSE,,,ice,,,thermometer.snowflake,􀇫,XXXXX
weather,weather,234,1001EC,FALSE,,,,,,thermometer,􀇬,XXXXX
,objects & tools,235,100655,FALSE,,,,,,umbrella,􀙕,NO
,,235,100AD3,FALSE,,,itunes.u,,,graduationcap,􀫓,XXXXX
,objects & tools,236,100656,FALSE,,,,,,umbrella.fill,􀙖,NO
,,236,100AD4,FALSE,,,itunes.u.fill,,,graduationcap.fill,􀫔,XXXXX
fire,nature,237,10066C,FALSE,,,,,,flame,􀙬,NO
,objects & tools,237,100A83,FALSE,,,trailers,,,ticket,􀪃,XXXXX
fire,nature,238,10066D,FALSE,,,,,,flame.fill,􀙭,NO
,objects & tools,238,100A84,FALSE,,,trailers.fill,,,ticket.fill,􀪄,XXXXX
,keyboard,240,1001ED,FALSE,,,keyboard.backlight.lower,,,light.min,􀇭,XXXXX
,keyboard,241,1001EE,FALSE,,,keyboard.backlight.higher,,,light.max,􀇮,XXXXX
,,242,1001EF,FALSE,,,click,,,rays,􀇯,XXXXX
,objects & tools,242,10088F,FALSE,,,,,,paperclip.badge.ellipsis,􀢏,XXXXX
,,243,1001F0,FALSE,,,click.cursor,,,cursor.rays,􀇰,XXXXX
,,244,1001F1,FALSE,,,slow.mo,,,slowmo,􀇱,XXXXX
,objects & tools,244,10096A,FALSE,,,,,,rectangle.dashed.and.paperclip,􀥪,XXXXX
,,245,1001F2,FALSE,,,timelapse,,,timelapse,􀇲,XXXXX
,"keyboard, hardware",246,1001F3,FALSE,,,keyboard,,,keyboard,􀇳,XXXXX
,"keyboard, hardware",247,1004D6,FALSE,,,hide.keyboard,,,keyboard.chevron.compact.down,􀓖,NO
,objects & tools,248,100955,FALSE,,,,,,link.badge.plus,􀥕,XXXXX
,,250,1001F4,FALSE,,,,,,rectangle.3.offgrid,􀇴,XXXXX
,,250,100268,FALSE,,,edit.line,,,lineweight,􀉨,XXXXX
,,251,100685,FALSE,,,,,,rectangle.3.offgrid.fill,􀚅,NO
,,252,1001F5,FALSE,,,launchpad,,,square.grid.3x2,􀇵,XXXXX
,,253,100687,FALSE,,,,,,square.grid.3x2.fill,􀚇,NO
,,253,100BD1,FALSE,,,,,,person.fill.turn.right,􀯑,XXXXX
,,254,1001F6,FALSE,,,mission.control,,,rectangle.grid.3x2,􀇶,XXXXX
,,254,100BD2,FALSE,,,,,,person.fill.turn.down,􀯒,XXXXX
,,255,100686,FALSE,,,,,,rectangle.grid.3x2.fill,􀚆,NO
,,255,100BD3,FALSE,,,,,,person.fill.turn.left,􀯓,XXXXX
,,256,1001F7,FALSE,,,grid.2x2,,,square.grid.2x2,􀇷,XXXXX
,,256,100BE7,FALSE,,,,,,person.fill.checkmark,􀯧,XXXXX
,,257,100688,FALSE,,,grid.2x2.fill,,,square.grid.2x2.fill,􀚈,NO
,,257,100BE8,FALSE,,,,,,person.fill.xmark,􀯨,XXXXX
,,258,1.006E+09,FALSE,,,,,,rectangle.grid.2x2,􀛦,NO
,,258,100BE9,FALSE,,,,,,person.fill.questionmark,􀯩,XXXXX
,,259,1.006E+10,FALSE,,,,,,rectangle.grid.2x2.fill,􀛧,NO
,,261,1004DA,FALSE,,,,,,square.grid.4x3.fill,􀓚,NO
,,262,1004DB,FALSE,,,,,,rectangle.grid.1x2,􀓛,NO
"user, add, people",human,262,100716,FALSE,,,,,,person.fill.badge.plus,􀜖,XXXXX
,,263,100689,FALSE,,,,,,rectangle.grid.1x2.fill,􀚉,NO
,,264,1007BE,FALSE,,,,,,circle.grid.2x2,􀞾,NO
"user, remove, people",human,264,100718,FALSE,,,,,,person.fill.badge.minus,􀜘,XXXXX
,,265,1007BF,FALSE,,,,,,circle.grid.2x2.fill,􀞿,NO
,,266,1001F8,FALSE,,,,,,circle.grid.3x3,􀇸,XXXXX
,,267,1001F9,FALSE,,,,,,circle.grid.3x3.fill,􀇹,XXXXX
,human,267,100ABC,FALSE,,,,,,person.and.arrow.left.and.arrow.right,􀪼,XXXXX
,,268,100662,FALSE,,,,,,circle.grid.hex,􀙢,NO
,human,268,100ABD,FALSE,,,,,,person.fill.and.arrow.left.and.arrow.right,􀪽,XXXXX
,,269,100663,FALSE,,,,,,circle.grid.hex.fill,􀙣,NO
,,270,1001FA,FALSE,,,verified,,,checkmark.seal,􀇺,XXXXX
,,271,1001FB,FALSE,,,verified.fill,,,checkmark.seal.fill,􀇻,XXXXX
,human,271,100803,FALSE,,,,,,person.2.circle,􀠃,XXXXX
,,272,1001FC,FALSE,,,not.verified,,,xmark.seal,􀇼,XXXXX
,human,272,100804,FALSE,,,,,,person.2.circle.fill,􀠄,XXXXX
,,273,1001FD,FALSE,,,not.verified.fill,,,xmark.seal.fill,􀇽,XXXXX
,,274,1001FE,FALSE,,,warning,,,exclamationmark.triangle,􀇾,26A0
,,275,1001FF,FALSE,,,warning.fill,,,exclamationmark.triangle.fill,􀇿,XXXXX
,,276,100200,FALSE,,,liquid.detect,,,drop.triangle,􀈀,XXXXX
,,277,100201,FALSE,,,liquid.detect.fill,,,drop.triangle.fill,􀈁,XXXXX
,media,278,100283,FALSE,,,play,,,play,􀊃,XXXXX
,media,279,100284,FALSE,,,play.fill,,,play.fill,􀊄,XXXXX
,media,280,100295,FALSE,,,play.circle,,,play.circle,􀊕,XXXXX
,media,281,100296,FALSE,,,play.circle.fill,,,play.circle.fill,􀊖,XXXXX
,media,282,100299,FALSE,,,play.rectangle,,,play.rectangle,􀊙,XXXXX
,media,283,10029A,FALSE,,,play.rectangle.fill,,,play.rectangle.fill,􀊚,XXXXX
,media,284,100285,FALSE,,,pause,,,pause,􀊅,XXXXX
,media,285,100286,FALSE,,,pause.fill,,,pause.fill,􀊆,XXXXX
,human,285,100B7D,FALSE,,,,,,person.crop.circle.badge.questionmark,􀭽,XXXXX
,media,286,100297,FALSE,,,pause.circle,,,pause.circle,􀊗,XXXXX
,human,286,100B7E,FALSE,,,,,,person.crop.circle.fill.badge.questionmark,􀭾,XXXXX
,media,287,100298,FALSE,,,pause.circle.fill,,,pause.circle.fill,􀊘,XXXXX
,media,288,10029B,FALSE,,,pause.rectangle,,,pause.rectangle,􀊛,XXXXX
,media,289,10029C,FALSE,,,pause.rectangle.fill,,,pause.rectangle.fill,􀊜,XXXXX
"user, account, contact, error, people",human,289,100277,FALSE,,,,,,person.crop.circle.badge.exclamationmark,􀉷,XXXXX
,media,290,1006F6,FALSE,,,,,,stop,􀛶,NO
"user, account, contact, error, people",human,290,100278,FALSE,,,,,,person.crop.circle.fill.badge.exclamationmark,􀉸,XXXXX
,media,291,1006F7,FALSE,,,,,,stop.fill,􀛷,NO
,media,292,10072A,FALSE,,,,,,stop.circle,􀜪,NO
,media,293,10072B,FALSE,,,,,,stop.circle.fill,􀜫,NO
,media,294,100287,FALSE,,,,,,playpause,􀊇,XXXXX
,media,295,100288,FALSE,,,go.backward.fill,,,playpause.fill,􀊈,XXXXX
,media,296,100289,FALSE,,,go.backward,,,backward,􀊉,XXXXX
,media,297,10028A,FALSE,,,go.forward.fill,,,backward.fill,􀊊,XXXXX
,media,298,10028B,FALSE,,,go.forward,,,forward,􀊋,XXXXX
,media,299,10028C,FALSE,,,go.to.start.fill,,,forward.fill,􀊌,XXXXX
,media,300,10028D,FALSE,,,go.to.start,,,backward.end,􀊍,XXXXX
,media,301,10028E,FALSE,,,go.to.end.fill,,,backward.end.fill,􀊎,XXXXX
,media,302,10028F,FALSE,,,go.to.end,,,forward.end,􀊏,XXXXX
,media,303,100290,FALSE,,,go.to.start.fill,,,forward.end.fill,􀊐,XXXXX
,media,304,100291,FALSE,,,go.to.start,,,backward.end.alt,􀊑,XXXXX
,media,305,100292,FALSE,,,go.to.end.fill,,,backward.end.alt.fill,􀊒,XXXXX
vcard,human,305,10098E,FALSE,,,,,,person.crop.square.fill.and.at.rectangle,􀦎,XXXXX
,media,306,100293,FALSE,,,go.to.end,,,forward.end.alt,􀊓,XXXXX
vcard,,306,10098F,FALSE,,,,,,square.and.at.rectangle,􀦏,XXXXX
,media,307,100294,FALSE,,,shuffle.fill,,,forward.end.alt.fill,􀊔,XXXXX
,,308,100A7F,FALSE,,,,,,command.circle,􀩿,XXXXX
,,309,100A80,FALSE,,,,,,command.circle.fill,􀪀,XXXXX
,keyboard,310,1001A5,FALSE,,,eject,,,eject,􀆥,23CF
,,310,100A81,FALSE,,,,,,command.square,􀪁,XXXXX
,keyboard,311,1001A6,FALSE,,,eject.fill,,,eject.fill,􀆦,XXXXX
,,311,100A82,FALSE,,,,,,command.square.fill,􀪂,XXXXX
,apple,313,100456,FALSE,,,memories,,,memories,􀑖,XXXXX
,apple,314,100457,FALSE,,,add.memory,,,memories.badge.plus,􀑗,XXXXX
,apple,315,100458,FALSE,,,remove.memory,,,memories.badge.minus,􀑘,XXXXX
,media,316,10029D,FALSE,,,repeat,,,shuffle,􀊝,XXXXX
,media,317,10029E,FALSE,,,repeat.1,,,repeat,􀊞,XXXXX
,media,318,10029F,FALSE,,,go.forward,,,repeat.1,􀊟,XXXXX
,objects & tools,319,1002A0,FALSE,,,volume.lowest,,,speaker,􀊠,XXXXX
,objects & tools,320,1002A1,FALSE,,,volume.lowest.fill,,,speaker.fill,􀊡,XXXXX
,objects & tools,321,1002A2,FALSE,,,sound.off,,,speaker.slash,􀊢,XXXXX
,objects & tools,322,1002A3,FALSE,,,sound.off.fill,,,speaker.slash.fill,􀊣,XXXXX
,objects & tools,323,100639,FALSE,,rtl,sound.off.rtl,,,speaker.slash.rtl,􀘹,NO
,objects & tools,324,10063A,FALSE,,rtl,sound.off.fill.rtl,,,speaker.slash.fill.rtl,􀘺,NO
,objects & tools,325,10030A,FALSE,,,,,,speaker.zzz,􀌊,NO
,objects & tools,326,10045E,FALSE,,,,,,speaker.zzz.fill,􀑞,NO
,objects & tools,327,10073F,FALSE,,rtl,,,,speaker.zzz.rtl,􀜿,NO
restart,,327,100BC6,FALSE,,,,,,restart,􀯆,XXXXX
,objects & tools,328,100740,FALSE,,rtl,,,,speaker.zzz.fill.rtl,􀝀,NO
restart,,328,1.008E+11,FALSE,,,,,,restart.circle,􀣨,XXXXX
sleep,,329,10071A,FALSE,,,,,,sleep,􀥦,XXXXX
,,330,100A92,FALSE,,,,,,wake,􀪒,NO
,objects & tools,333,1002A4,FALSE,,,volume.low,,,speaker.1,􀊤,XXXXX
,objects & tools,334,1002A5,FALSE,,,volume.low.fill,,,speaker.1.fill,􀊥,XXXXX
,objects & tools,335,1002A6,FALSE,,,volume.high,,,speaker.2,􀊦,XXXXX
,objects & tools,336,1002A7,FALSE,,,volume.high.fill,,,speaker.2.fill,􀊧,XXXXX
,objects & tools,337,1002A8,FALSE,,,volume.highest,,,speaker.3,􀊨,XXXXX
,objects & tools,338,1002A9,FALSE,,,volume.highest.fill,,,speaker.3.fill,􀊩,XXXXX
,,339,1002AA,FALSE,,,add.station,,,badge.plus.radiowaves.right,􀊪,XXXXX
,,347,10046A,FALSE,,,song,,,music.note,􀑪,XXXXX
,,348,10046B,FALSE,,,artist,,,music.mic,􀑫,XXXXX
,,349,10046C,FALSE,,,playlist,,,music.note.list,􀑬,XXXXX
,media,350,10037F,FALSE,,,go.backward,,,goforward,􀍿,XXXXX
,media,351,100380,FALSE,,,go.forward.10.seconds,,,gobackward,􀎀,XXXXX
zoom,,351,10076F,FALSE,,,,,,dot.arrowtriangles.up.right.down.left.circle,􀝯,XXXXX
,media,352,100381,FALSE,,,go.backward.10.seconds,,,goforward.10,􀎁,XXXXX
,media,353,100382,FALSE,,,go.forward.15.seconds,,,gobackward.10,􀎂,XXXXX
,connectivity,353,100906,FALSE,,,,,,network,􀤆,XXXXX
,media,354,100383,FALSE,,,go.backward.15.seconds,,,goforward.15,􀎃,XXXXX
,media,355,100384,FALSE,,,go.forward.30.seconds,,,gobackward.15,􀎄,XXXXX
,media,356,100385,FALSE,,,go.backward.30.seconds,,,goforward.30,􀎅,XXXXX
,media,357,100386,FALSE,,,go.forward.45.seconds,,,gobackward.30,􀎆,XXXXX
,media,358,100387,FALSE,,,go.backward.45.seconds,,,goforward.45,􀎇,XXXXX
,media,359,100388,FALSE,,,go.forward.60.seconds,,,gobackward.45,􀎈,XXXXX
,media,360,100389,FALSE,,,go.backward.60.seconds,,,goforward.60,􀎉,XXXXX
,media,361,10038A,FALSE,,,,,,gobackward.60,􀎊,XXXXX
,media,362,100624,FALSE,,,,,,goforward.75,􀘤,NO
,media,363,100625,FALSE,,,,,,gobackward.75,􀘥,NO
,media,364,100626,FALSE,,,,,,goforward.90,􀘦,NO
,media,365,100627,FALSE,,,,,,gobackward.90,􀘧,NO
,media,366,100731,FALSE,,ar,,,,goforward.10.ar,􀜱,NO
,media,367,100732,FALSE,,ar,,,,gobackward.10.ar,􀜲,NO
,media,368,100733,FALSE,,ar,,,,goforward.15.ar,􀜳,NO
,media,369,100734,FALSE,,ar,,,,gobackward.15.ar,􀜴,NO
,media,370,100735,FALSE,,ar,,,,goforward.30.ar,􀜵,NO
,media,371,100736,FALSE,,ar,,,,gobackward.30.ar,􀜶,NO
,media,372,100737,FALSE,,ar,,,,goforward.45.ar,􀜷,NO
,media,373,100738,FALSE,,ar,,,,gobackward.45.ar,􀜸,NO
,media,374,100739,FALSE,,ar,,,,goforward.60.ar,􀜹,NO
,media,375,10073A,FALSE,,ar,,,,gobackward.60.ar,􀜺,NO
,media,376,10073B,FALSE,,ar,,,,goforward.75.ar,􀜻,NO
,media,377,10073C,FALSE,,ar,,,,gobackward.75.ar,􀜼,NO
,media,378,10073D,FALSE,,ar,,,,goforward.90.ar,􀜽,NO
,media,379,10073E,FALSE,,ar,,,,gobackward.90.ar,􀜾,NO
,media,380,1007A4,FALSE,,hi,,,,goforward.10.hi,􀞤,NO
,media,381,1007A5,FALSE,,hi,,,,gobackward.10.hi,􀞥,NO
,media,382,1007A6,FALSE,,hi,,,,goforward.15.hi,􀞦,NO
,media,383,1007A7,FALSE,,hi,,,,gobackward.15.hi,􀞧,NO
,media,384,1007A8,FALSE,,hi,,,,goforward.30.hi,􀞨,NO
,,384,100AF8,FALSE,,,,,,sparkle,􀫸,XXXXX
,media,385,1007A9,FALSE,,hi,,,,gobackward.30.hi,􀞩,NO
,media,386,1007AA,FALSE,,hi,,,,goforward.45.hi,􀞪,NO
,media,387,1007AB,FALSE,,hi,,,,gobackward.45.hi,􀞫,NO
,media,388,1007AC,FALSE,,hi,,,,goforward.60.hi,􀞬,NO
,media,389,1007AD,FALSE,,hi,,,,gobackward.60.hi,􀞭,NO
,media,390,1007AE,FALSE,,hi,,,,goforward.75.hi,􀞮,NO
,media,391,1007AF,FALSE,,hi,,,,gobackward.75.hi,􀞯,NO
,media,392,1007B0,FALSE,,hi,,,,goforward.90.hi,􀞰,NO
,media,393,1007B1,FALSE,,hi,,,,gobackward.90.hi,􀞱,NO
,media,394,100628,FALSE,,,,,,goforward.plus,􀘨,NO
,media,395,100629,FALSE,,,,,,gobackward.minus,􀘩,NO
,objects & tools,409,1002AB,FALSE,,,search,,,magnifyingglass,􀊫,XXXXX
,objects & tools,410,100492,FALSE,,,search.circle,,,magnifyingglass.circle,􀒒,NO
,objects & tools,411,100493,FALSE,,,search.circle.fill,,,magnifyingglass.circle.fill,􀒓,NO
,objects & tools,412,1002AC,FALSE,,,zoom.in,,,plus.magnifyingglass,􀊬,XXXXX
,objects & tools,413,1002AD,FALSE,,,zoom.out,,,minus.magnifyingglass,􀊭,XXXXX
,objects & tools,414,1002AE,FALSE,,,zoom.to.actual.size,,,1.magnifyingglass,􀊮,XXXXX
,communication,415,1002B0,FALSE,,,microphone,,,mic,􀊰,XXXXX
,communication,416,1002B1,FALSE,,,microphone.fill,,,mic.fill,􀊱,XXXXX
,communication,417,1004A9,FALSE,,,microphone.circle,,,mic.circle,􀒩,NO
,communication,418,1004AA,FALSE,,,microphone.circle.fill,,,mic.circle.fill,􀒪,NO
,communication,419,1002B2,FALSE,,,microphone.off,,,mic.slash,􀊲,XXXXX
,communication,420,1002B3,FALSE,,,microphone.off.fill,,,mic.slash.fill,􀊳,XXXXX
,,421,100482,FALSE,,,,,,suit.heart,􀒂,2661
,,422,1002BC,FALSE,,,,,,suit.heart.fill,􀊼,2665
,,423,100483,FALSE,,,,,,suit.club,􀒃,2667
,,424,1002BD,FALSE,,,,,,suit.club.fill,􀊽,2663
,,425,100485,FALSE,,,,,,suit.spade,􀒅,2664
,,426,1002BE,FALSE,,,,,,suit.spade.fill,􀊾,2660
,,427,100484,FALSE,,,,,,suit.diamond,􀒄,2662
,,428,1002BF,FALSE,,,,,,suit.diamond.fill,􀊿,2666
,health,429,1002B4,FALSE,,,love,,,heart,􀊴,
weather,weather,429,10099C,FALSE,,,,,,thermometer.sun.fill,􀦜,XXXXX
,health,430,1002B5,FALSE,,,love.fill,,,heart.fill,􀊵,
,health,431,1002B8,FALSE,,,love.circle,,,heart.circle,􀊸,XXXXX
,health,432,1002B9,FALSE,,,love.circle.fill,,,heart.circle.fill,􀊹,XXXXX
,,433,1002B6,FALSE,,,unlove,,,heart.slash,􀊶,XXXXX
,,434,1002B7,FALSE,,,unlove.fill,,,heart.slash.fill,􀊷,XXXXX
,,435,1002BA,FALSE,,,unlove.circle,,,heart.slash.circle,􀊺,XXXXX
,,436,1002BB,FALSE,,,unlove.circle.fill,,,heart.slash.circle.fill,􀊻,XXXXX
,,441,1002C0,FALSE,,,,,,rhombus,􀋀,XXXX
,,442,1002C1,FALSE,,,,,,rhombus.fill,􀋁,XXXXX
light,,442,1001F0,FALSE,,,click.cursor,,,cursorarrow.rays,􀇰,XXXXX
,,443,1002C2,FALSE,,,favorites,,,star,􀋂,2606
,,443,100ACC,FALSE,,,,,,cursorarrow,􀭈,XXXXX
,,444,1002C3,FALSE,,,favorites.fill,,,star.fill,􀋃,2605
,,444,100B45,FALSE,,,,,,cursorarrow.square,􀭅,XXXXX
,,445,1002C4,FALSE,,,,,,star.lefthalf.fill,􀋄,XXXXX
,,445,100B90,FALSE,,,,,,cursorarrow.and.square.on.square.dashed,􀮐,XXXXX
,,446,100B46,FALSE,,,,,,cursorarrow.click,􀭆,XXXXX
,,447,100B47,FALSE,,,,,,cursorarrow.click.2,􀭇,XXXXX
,,448,1002C5,FALSE,,,favorites.circle,,,star.circle,􀋅,XXXXX
,,448,100B48,FALSE,,,,,,contextualmenu.and.cursorarrow,􀭈,XXXXX
,,449,1002C6,FALSE,,,favorites.circle.fill,,,star.circle.fill,􀋆,XXXXX
,,449,100BEA,FALSE,,,,,,filemenu.and.cursorarrow,􀯪,XXXXX
,,450,1002C7,FALSE,,,remove.favorite,,,star.slash,􀋇,XXXXX
,,450,100ACD,FALSE,,,,,,dot.circle.and.cursorarrow,􀫍,XXXXX
,,451,1002C8,FALSE,,,remove.favorite.fill,,,star.slash.fill,􀋈,XXXXX
,,451,1.008E+03,FALSE,,,,,,cursorarrow.motionlines,􀣠,XXXXX
,,452,1.008E+04,FALSE,,,,,,cursorarrow.motionlines.click,􀣡,XXXXX
,objects & tools,453,1002C9,FALSE,,,flag,,,flag,􀋉,XXXXX
,objects & tools,454,1002CA,FALSE,,,flag.fill,,,flag.fill,􀋊,XXXXX
,objects & tools,455,1002CB,FALSE,,,flag.circle,,,flag.circle,􀋋,XXXXX
,,455,100BB4,FALSE,,,,,,cursorarrow.click.badge.clock,􀮴,XXXXX
,objects & tools,456,1002CC,FALSE,,,flag.circle.fill,,,flag.circle.fill,􀋌,XXXXX
,objects & tools,457,1002CD,FALSE,,,remove.flag,,,flag.slash,􀋍,XXXXX
,objects & tools,458,1002CE,FALSE,,,remove.flag.fill,,,flag.slash.fill,􀋎,XXXXX
,,458,100AD2,FALSE,,,,,,keyboard.badge.ellipsis,􀫒,XXXXX
,"keyboard, devices",460,1008ED,FALSE,,,,,,keyboard.chevron.compact.left,􀣭,XXXXX
,arrows,461,1002D1,FALSE,,,location.services,,,location,􀋑,XXXXX
,"keyboard, devices",461,1007B9,FALSE,,,,,,keyboard.onehanded.left,􀞹,XXXXX
,arrows,462,1002D2,FALSE,,,location.services.fill,,,location.fill,􀋒,XXXXX
,"keyboard, devices",462,1007BA,FALSE,,,,,,keyboard.onehanded.right,􀞺,XXXXX
,arrows,463,10062C,FALSE,,,location.services.off,,,location.slash,􀘬,NO
,arrows,464,10062D,FALSE,,,location.services.off.fill,,,location.slash.fill,􀘭,NO
,arrows,465,1002D3,FALSE,,,orient.to.phone,,,location.north,􀋓,XXXXX
,arrows,466,1002D4,FALSE,,,orient.to.phone.fill,,,location.north.fill,􀋔,XXXXX
,arrows,467,1002D5,FALSE,,,orient.to.phone.circle,,,location.circle,􀋕,XXXXX
,arrows,468,1002D6,FALSE,,,orient.to.phone.circle.fill,,,location.circle.fill,􀋖,XXXXX
,arrows,469,1002D7,FALSE,,,orient.to.north,,,location.north.line,􀋗,XXXXX
,arrows,470,1002D8,FALSE,,,orient.to.north.fill,,,location.north.line.fill,􀋘,XXXXX
,objects & tools,471,1002D9,FALSE,,,notifications,,,bell,􀋙,XXXXX
,objects & tools,472,1002DA,FALSE,,,notifications.fill,,,bell.fill,􀋚,XXXXX
,objects & tools,473,1002DB,FALSE,,,notifications.circle,,,bell.circle,􀋛,XXXXX
,,473,1004D9,FALSE,,,,,,square.grid.3x1.below.line.grid.1x2,􀓙,XXXXX
,objects & tools,474,1002DC,FALSE,,,notifications.circle.fill,,,bell.circle.fill,􀋜,XXXXX
,,474,100932,FALSE,,,,,,square.grid.3x1.fill.below.line.grid.1x2,􀤲,XXXXX
,objects & tools,475,1002DD,FALSE,,,notifications.off,,,bell.slash,􀋝,XXXXX
,objects & tools,476,1002DE,FALSE,,,notifications.off.fill,,,bell.slash.fill,􀋞,XXXXX
,objects & tools,481,1.002E+04,FALSE,,,tag,,,tag,􀋡,XXXXX
,objects & tools,482,1.002E+05,FALSE,,,tag.fill,,,tag.fill,􀋢,XXXXX
,,482,1009B2,FALSE,,,,,,square.grid.3x3,􀦲,XXXXX
,objects & tools,483,1.002E+06,FALSE,,,tag.circle,,,tag.circle,􀋣,XXXXX
,,483,1009B3,FALSE,,,,,,square.grid.3x3.fill,􀦳,XXXXX
,objects & tools,484,1.002E+07,FALSE,,,tag.circle.fill,,,tag.circle.fill,􀋤,XXXXX
,,484,1009B4,FALSE,,,,,,square.grid.3x3.topleft.fill,􀦴,XXXXX
,nature,485,1.002E+08,FALSE,,,flash,,,bolt,􀋥,XXXXX
,,485,1009B5,FALSE,,,,,,square.grid.3x3.topmiddle.fill,􀦵,XXXXX
,nature,486,1.002E+09,FALSE,,,flash.fill,,,bolt.fill,􀋦,XXXXX
,,486,1009B6,FALSE,,,,,,square.grid.3x3.topright.fill,􀦶,XXXXX
,nature,487,1.002E+10,FALSE,,,flash.circle,,,bolt.circle,􀋧,XXXXX
,,487,1009B7,FALSE,,,,,,square.grid.3x3.middleleft.fill,􀦷,XXXXX
,nature,488,1.002E+11,FALSE,,,flash.circle.fill,,,bolt.circle.fill,􀋨,XXXXX
,,488,1009B8,FALSE,,,,,,square.grid.3x3.middle.fill,􀦸,XXXXX
,nature,489,1.002E+12,FALSE,,,flash.off,,,bolt.slash,􀋩,XXXXX
,,489,1009B9,FALSE,,,,,,square.grid.3x3.middleright.fill,􀦹,XXXXX
,nature,490,1002EA,FALSE,,,flash.off.fill,,,bolt.slash.fill,􀋪,XXXXX
,,490,1009BA,FALSE,,,,,,square.grid.3x3.bottomleft.fill,􀦺,XXXXX
,,491,1009BB,FALSE,,,,,,square.grid.3x3.bottommiddle.fill,􀦻,XXXXX
,,492,1009BC,FALSE,,,,,,square.grid.3x3.bottomright.fill,􀦼,XXXXX
,,493,100633,FALSE,,,flash.auto,,,bolt.badge.a,􀘳,NO
,,493,100662,FALSE,,,,,,circles.hexagongrid,􀙢,XXXXX
,,494,100634,FALSE,,,flash.auto.fill,,,bolt.badge.a.fill,􀘴,NO
,,494,100663,FALSE,,,,,,circles.hexagongrid.fill,􀙣,XXXXX
,human,495,1002ED,FALSE,,,show,,,eye,􀋭,XXXXX
,,495,100B0E,FALSE,,,,,,circles.hexagonpath,􀬎,XXXXX
,human,496,1002EE,FALSE,,,show.fill,,,eye.fill,􀋮,XXXXX
,,496,100B0F,FALSE,,,,,,circles.hexagonpath.fill,􀬏,XXXXX
,,497,1009F8,FALSE,,,,,,circle.grid.cross,􀧸,XXXXX
,,498,1009F9,FALSE,,,,,,circle.grid.cross.fill,􀧹,XXXXX
,"human, editing",499,1002EF,FALSE,,,hide,remove.red.eye,,eye.slash,􀋯,XXXXX
,,499,100A44,FALSE,,,,,,circle.grid.cross.left.fill,􀩄,XXXXX
,"human, editing",500,1002F0,FALSE,,,hide.fill,remove.red.eye.fill,,eye.slash.fill,􀋰,XXXXX
,,500,100A45,FALSE,,,,,,circle.grid.cross.up.fill,􀩅,XXXXX
,,501,100A46,FALSE,,,,,,circle.grid.cross.right.fill,􀩆,XXXXX
,,502,100A47,FALSE,,,,,,circle.grid.cross.down.fill,􀩇,XXXXX
,,503,10030B,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud,,,icloud,􀌋,XXXXX
,shapes,503,1007C6,FALSE,,,,,,seal,􀇺,XXXXX
,,504,10030C,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.fill,,,icloud.fill,􀌌,XXXXX
,shapes,504,1007C7,FALSE,,,,,,seal.fill,􀇻,XXXXX
,,505,10030D,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.circle,,,icloud.circle,􀌍,XXXXX
,,506,10030E,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.circle.fill,,,icloud.circle.fill,􀌎,XXXXX
,,507,10030F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,not.uploaded.to.icloud,,,icloud.slash,􀌏,XXXXX
