additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,short_name,character,unicodes
,nature,797,1004D0,FALSE,,,decrease.speed,,,tortoise,􀓐,XXXXX
,nature,798,1004D1,FALSE,,,decrease.speed.fill,,,tortoise.fill,􀓑,XXXXX
,objects & tools,799,1003B6,FALSE,,,movie,,,film,􀎶,XXXXX
,,799,100974,FALSE,,,,,,heart.text.square,􀥴,XXXXX
,objects & tools,800,1003B7,FALSE,,,movie.fill,,,film.fill,􀎷,XXXXX
,,800,100975,FALSE,,,,,,heart.text.square.fill,􀥵,XXXXX
,,801,100750,FALSE,,,,,,sportscourt,􀝐,NO
,,802,100751,FALSE,,,,,,sportscourt.fill,􀝑,NO
,,804,1003B8,FALSE,,,,,,smiley,􀎸,NO
,,805,10064C,FALSE,,,,,,smiley.fill,􀙌,NO
,health,805,1007BD,FALSE,,,,,,bolt.heart,􀞽,XXXXX
,health,806,1.006E+08,FALSE,,,,,,bolt.heart.fill,􀛥,XXXXX
,,809,100582,FALSE,,,qr.code,,,qrcode,􀖂,NO
,,810,100631,FALSE,,,,,,barcode,􀘱,NO
,,811,1003B9,FALSE,,,scan,,,viewfinder,􀎹,XXXXX
,,812,1003BF,FALSE,,,scan.circle,,,viewfinder.circle,􀎿,XXXXX
,,813,1003C0,FALSE,,,scan.circle.fill,,,viewfinder.circle.fill,􀏀,XXXXX
,,814,1003BA,FALSE,,,scan.barcode,,,barcode.viewfinder,􀎺,XXXXX
,,815,1003BB,FALSE,,,scan.qr.code,,,qrcode.viewfinder,􀎻,XXXXX
,objects & tools,816,1003BC,FALSE,,,screenshot,,,camera.viewfinder,􀎼,XXXXX
,apple,817,1003BD,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Face ID feature.,,face.id,,,faceid,􀎽,XXXXX
,,818,1003BE,FALSE,,,scan.document,,,doc.text.viewfinder,􀎾,XXXXX
favorite,,818,100827,FALSE,,,,,,star.square,􀠧,XXXXX
favorite,,819,100828,FALSE,,,,,,star.square.fill,􀠨,XXXXX
,shapes,821,1003C3,FALSE,,,,,,rectangle,􀏃,XXXXX
,shapes,822,1003C4,FALSE,,,,,,rectangle.fill,􀏄,XXXXX
favorite,,822,10046E,FALSE,,,,,,line.horizontal.star.fill.line.horizontal,􀑮,XXXXX
,,823,1003C5,FALSE,,,photo,,,photo,􀏅,XXXXX
,,824,1003C6,FALSE,,,photo.fill,,,photo.fill,􀏆,XXXXX
,,825,1003C7,FALSE,,,,,,plus.rectangle,􀏇,XXXXX
,,826,1003C8,FALSE,,,,,,plus.rectangle.fill,􀏈,XXXXX
,,827,1003C9,FALSE,,,,,,minus.rectangle,􀏉,XXXXX
,,828,1003CA,FALSE,,,,,,minus.rectangle.fill,􀏊,XXXXX
,,829,1003CB,FALSE,,,,,,checkmark.rectangle,􀏋,XXXXX
,,830,1003CC,FALSE,,,,,,checkmark.rectangle.fill,􀏌,XXXXX
,objects & tools,830,1002CF,FALSE,,,remove.flag.circle,,,flag.slash.circle,􀋏,XXXXX
,,831,1003CD,FALSE,,,,,,xmark.rectangle,􀏍,XXXXX
,objects & tools,831,1002D0,FALSE,,,remove.flag.circle.fill,,,flag.slash.circle.fill,􀋐,XXXXX
,,832,1003CE,FALSE,,,,,,xmark.rectangle.fill,􀏎,XXXXX
,objects & tools,832,100914,FALSE,,,,,,flag.badge.ellipsis,􀤔,XXXXX
,,833,1003CF,FALSE,,,,,,person.crop.rectangle,􀏏,XXXXX
,objects & tools,833,100915,FALSE,,,,,,flag.badge.ellipsis.fill,􀤕,XXXXX
,,834,1003D0,FALSE,,,,,,person.crop.rectangle.fill,􀏐,XXXXX
,,839,1003D5,FALSE,,,,,,rectangle.badge.checkmark,􀏕,XXXXX
,,840,1003D6,FALSE,,,,,,rectangle.fill.badge.checkmark,􀏖,XXXXX
,,841,1003D7,FALSE,,,,,,rectangle.badge.xmark,􀏗,XXXXX
,,842,1003D8,FALSE,,,,,,rectangle.fill.badge.xmark,􀏘,XXXXX
,,844,1003DA,FALSE,,,split.view.horitzontally.left,,,sidebar.left,􀏚,XXXXX
,,845,1003DB,FALSE,,,split.view.horitzontally.right,,,sidebar.right,􀏛,XXXXX
,,846,1003DC,FALSE,,,window,,,macwindow,􀏜,XXXXX
,,848,1003DD,FALSE,,,,,,uiwindow.split.2x1,􀏝,XXXXX
,,849,1003DE,FALSE,,,dock,,,rectangle.dock,􀏞,XXXXX
,,850,1003DF,FALSE,,,column.view,,,rectangle.split.3x1,􀏟,XXXXX
,objects & tools,850,1002DF,FALSE,,,notifications.off.circle,,,bell.slash.circle,􀋟,XXXXX
,,851,100578,FALSE,,,column.view.fill,,,rectangle.split.3x1.fill,􀕸,NO
,objects & tools,851,1.002E+03,FALSE,,,notifications.off.circle.fill,,,bell.slash.circle.fill,􀋠,XXXXX
,,852,1.003E+03,FALSE,,,,,,square.split.2x1,􀏠,XXXXX
,objects & tools,852,100756,FALSE,,,,,,bell.badge,􀝖,XXXXX
,,853,10061C,FALSE,,,,,,square.split.2x1.fill,􀘜,NO
,objects & tools,853,100757,FALSE,,,,,,bell.badge.fill,􀝗,XXXXX
,,854,100570,FALSE,,,,,,square.split.1x2,􀕰,NO
,,855,100571,FALSE,,,,,,square.split.1x2.fill,􀕱,NO
,,856,10056E,FALSE,,,,,,square.split.2x2,􀕮,NO
,,857,10056F,FALSE,,,,,,square.split.2x2.fill,􀕯,NO
,,858,1009AB,FALSE,,,,,,tag.slash,􀦫,XXXXX
,,859,1009AC,FALSE,,,,,,tag.slash.fill,􀦬,XXXXX
,,860,100574,FALSE,,,,,,dot.square,􀕴,NO
,,861,100575,FALSE,,,,,,dot.square.fill,􀕵,NO
,,862,1.003E+04,FALSE,,,,,,squares.below.rectangle,􀏡,XXXXX
,,863,1.003E+05,FALSE,,,grid.view,,,rectangle.split.3x3,􀏢,XXXXX
,,864,10062E,FALSE,,,grid.view.fill,,,rectangle.split.3x3.fill,􀘮,NO
,,865,1.003E+06,FALSE,,,table,,,table,􀏣,XXXXX
,,866,1.003E+07,FALSE,,,table.fill,,,table.fill,􀏤,XXXXX
,,867,1.003E+08,FALSE,,,edit.table,,,table.badge.more,􀏥,XXXXX
,,868,1.003E+09,FALSE,,,edit.table.fill,,,table.badge.more.fill,􀏦,XXXXX
,nature,868,1002EB,FALSE,,,flash.off.circle,,,bolt.slash.circle,􀋫,XXXXX
,,869,1.003E+10,FALSE,,,screen.sharing,,,rectangle.on.rectangle,􀏧,XXXXX
,nature,869,1002EC,FALSE,,,flash.off.circle.fill,,,bolt.slash.circle.fill,􀋬,XXXXX
,,870,1.003E+11,FALSE,,,screen.sharing.fill,,,rectangle.fill.on.rectangle.fill,􀏨,XXXXX
,,871,1.003E+12,FALSE,,,,,,plus.rectangle.on.rectangle,􀏩,XXXXX
,,872,1003EA,FALSE,,,,,,plus.rectangle.fill.on.rectangle.fill,􀏪,XXXXX
,,873,1003EB,FALSE,,,,,,photo.on.rectangle,􀏫,XXXXX
,,874,1003EC,FALSE,,,,,,photo.fill.on.rectangle.fill,􀏬,XXXXX
,,875,10046F,FALSE,,,,,,rectangle.on.rectangle.angled,􀑯,XXXXX
,,876,100470,FALSE,,,,,,rectangle.fill.on.rectangle.angled.fill,􀑰,XXXXX
album,,877,1003ED,FALSE,,,,,,rectangle.stack,􀏭,XXXXX
album,,878,1003EE,FALSE,,,,,,rectangle.stack.fill,􀏮,XXXXX
,human,879,1006FF,FALSE,,,show.circle,,,eye.circle,􀛿,XXXXX
,human,880,100700,FALSE,,,show.circle.fill,,,eye.circle.fill,􀜀,XXXXX
album,,881,1003F1,FALSE,,,,,,rectangle.stack.badge.plus,􀏱,XXXXX
album,,882,1003F2,FALSE,,,,,,rectangle.stack.fill.badge.plus,􀏲,XXXXX
album,,883,1003F3,FALSE,,,,,,rectangle.stack.badge.minus,􀏳,XXXXX
album,,884,1003F4,FALSE,,,,,,rectangle.stack.fill.badge.minus,􀏴,XXXXX
,human,885,1009A7,FALSE,,,,,,eyes,􀦧,XXXXX
,human,886,100A2D,FALSE,,,,,,eyes.inverse,􀨭,XXXXX
,human,887,1009AD,FALSE,,,,,,eyebrow,􀦭,XXXXX
,human,888,100A2F,FALSE,,,,,,nose,􀨯,XXXXX
"shared, album",,889,1003F9,FALSE,,,,,,rectangle.stack.badge.person.crop,􀏹,XXXXX
,human,889,100A30,FALSE,,,,,,nose.fill,􀨰,XXXXX
"shared, album",,890,1003FA,FALSE,,,,,,rectangle.stack.fill.badge.person.crop,􀏺,XXXXX
,human,890,10097F,FALSE,,,,,,mustache,􀥿,XXXXX
,human,891,1003FB,FALSE,,,,,,rectangle.stack.person.crop,􀏻,XXXXX
,human,891,100980,FALSE,,,,,,mustache.fill,􀦀,XXXXX
,human,892,1003FC,FALSE,,,,,,rectangle.stack.person.crop.fill,􀏼,XXXXX
,human,892,1009A9,FALSE,,,,,,mouth,􀦩,XXXXX
,human,893,1009AA,FALSE,,,,,,mouth.fill,􀦪,XXXXX
album,people,901,1.004E+08,FALSE,,,,,,person.2.square.stack,􀓥,NO
album,people,902,1.004E+09,FALSE,,,,,,person.2.square.stack.fill,􀓦,NO
,,903,100405,FALSE,,,,,,square.on.square,􀐅,XXXXX
,,904,100406,FALSE,,,,,,square.fill.on.square.fill,􀐆,XXXXX
,"connectivity, apple",904,100893,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,checkmark.icloud,􀢓,XXXXX
,,905,100407,FALSE,,,duplicate,,,plus.square.on.square,􀐇,XXXXX
,"connectivity, apple",905,100894,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,checkmark.icloud.fill,􀢔,XXXXX
,,906,100408,FALSE,,,duplicate.fill,,,plus.square.fill.on.square.fill,􀐈,XXXXX
,,908,100409,FALSE,,,shape,,,square.on.circle,􀐉,XXXXX
,,909,10040A,FALSE,,,shape.fill,,,square.fill.on.circle.fill,􀐊,XXXXX
album,,910,10040B,FALSE,,,,,,square.stack,􀐋,XXXXX
album,,911,10040C,FALSE,,,,,,square.stack.fill,􀐌,XXXXX
,,914,10040F,FALSE,,,panorama,,,pano,􀐏,XXXXX
,,915,100410,FALSE,,,panorama.fill,,,pano.fill,􀐐,XXXXX
,,916,100411,FALSE,,,,,,square.and.line.vertical.and.square,􀐑,XXXXX
,"connectivity, apple",916,100895,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,key.icloud,􀢕,XXXXX
,,917,100412,FALSE,,,,,,square.fill.and.line.vertical.square.fill,􀐒,XXXXX
,"connectivity, apple",917,100896,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,key.icloud.fill,􀢖,XXXXX
,,918,100413,FALSE,,,,,,square.fill.and.line.vertical.and.square,􀐓,XXXXX
,,919,100414,FALSE,,,,,,square.and.line.vertical.and.square.fill,􀐔,XXXXX
,,920,100415,FALSE,,,,,,flowchart,􀐕,XXXXX
,,921,100416,FALSE,,,,,,flowchart.fill,􀐖,XXXXX
,"objects & tools, shapes",924,100666,FALSE,,,,,,shield,􀙦,NO
,"objects & tools, shapes",925,100667,FALSE,,,,,,shield.fill,􀙧,NO
,objects & tools,926,1007A1,FALSE,,,,,,shield.slash,􀞡,NO
,objects & tools,927,1007A2,FALSE,,,,,,shield.slash.fill,􀞢,NO
,objects & tools,928,100799,FALSE,,,,,,lock.shield,􀞙,NO
,objects & tools,929,10079A,FALSE,,,,,,lock.shield.fill,􀞚,NO
,objects & tools,930,10079B,FALSE,,,,,,checkmark.shield,􀞛,NO
,objects & tools,931,10079C,FALSE,,,,,,checkmark.shield.fill,􀞜,NO
,objects & tools,932,10079D,FALSE,,,,,,xmark.shield,􀞝,NO
,objects & tools,933,10079E,FALSE,,,,,,xmark.shield.fill,􀞞,NO
,objects & tools,934,10079F,FALSE,,,,,,exclamationmark.shield,􀞟,NO
,objects & tools,935,1007A0,FALSE,,,,,,exclamationmark.shield.fill,􀞠,NO
,objects & tools,936,100668,FALSE,,,,,,shield.lefthalf.fill,􀙨,NO
,editing,938,100417,FALSE,,,,,,slider.horizontal.below.rectangle,􀐗,XXXXX
,shapes,939,10075D,FALSE,,,,,,hexagon,􀝝,NO
,objects & tools,939,100897,FALSE,,,,,,camera.badge.ellipsis,􀢗,XXXXX
,shapes,940,10075E,FALSE,,,,,,hexagon.fill,􀝞,NO
,objects & tools,940,100898,FALSE,,,,,,camera.fill.badge.ellipsis,􀢘,XXXXX
,objects & tools,941,100322,FALSE,,,switch.camera,,,arrow.triangle.2.circlepath.camera,􀌢,XXXXX
,,942,100418,FALSE,,,,,,cube,􀐘,XXXXX
,objects & tools,942,100323,FALSE,,,switch.camera.fill,,,arrow.triangle.2.circlepath.camera.fill,􀌣,XXXXX
,,943,100419,FALSE,,,,,,cube.fill,􀐙,XXXXX
,objects & tools,946,10041A,FALSE,,,,,,cube.box,􀐚,XXXXX
,objects & tools,947,10041B,FALSE,,,,,,cube.box.fill,􀐛,XXXXX
,apple,950,100638,TRUE,This symbol may not be modified and may only be used to refer to Apple’s ARKit.,,ar,,,arkit,􀘸,NO
,,951,10041C,FALSE,,,burst,,,square.stack.3d.down.right,􀐜,XXXXX
,"communication, apple",951,100703,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,,,,arrow.up.message,􀜃,XXXXX
,,952,10041D,FALSE,,,burst.fill,,,square.stack.3d.down.right.fill,􀐝,XXXXX
,"communication, apple",952,100704,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,,,,arrow.up.message.fill,􀜄,XXXXX
,,953,10041E,FALSE,,,hdr,,,square.stack.3d.up,􀐞,XXXXX
,"communication, apple",953,100859,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,,,,plus.message,􀡙,XXXXX
,,954,10041F,FALSE,,,hdr.fill,,,square.stack.3d.up.fill,􀐟,XXXXX
,"communication, apple",954,10085A,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,,,,plus.message.fill,􀡚,XXXXX
,,955,100652,FALSE,,,,,,square.stack.3d.up.slash,􀙒,NO
,,956,100653,FALSE,,,,,,square.stack.3d.up.slash.fill,􀙓,NO
,,959,100420,FALSE,,,animate,,,square.stack.3d.down.dottedline,􀐠,XXXXX
,apple,960,100421,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,live.photo,,,livephoto,􀐡,XXXXX
,apple,961,100422,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,live.photo.off,,,livephoto.slash,􀐢,XXXXX
,apple,963,100423,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,play.live.photo,,,livephoto.play,􀐣,XXXXX
,,964,100429,FALSE,,,,,,scope,􀐩,XXXXX
,,965,10042A,FALSE,,,,,,helm,􀐪,2388
,"time, objects & tools",966,10042B,FALSE,,,clock,history,most.recent,clock,􀐫,XXXXX
,"time, objects & tools",967,10042C,FALSE,,,clock.fill,history.fill,most.recent.fill,clock.fill,􀐬,XXXXX
,"time, objects & tools",968,10042D,FALSE,,,alarm,,,alarm,􀐭,XXXXX
,"time, objects & tools",969,10042E,FALSE,,,alarm.fill,,,alarm.fill,􀐮,XXXXX
,"time, objects & tools",970,10042F,FALSE,,,stopwatch,,,stopwatch,􀐯,XXXXX
,"time, objects & tools",971,100430,FALSE,,,stopwatch.fill,,,stopwatch.fill,􀐰,XXXXX
,"time, objects & tools",973,100431,FALSE,,,timer,,,timer,􀐱,XXXXX
,"hardware, objects & tools",975,1006F8,FALSE,,,,,,gamecontroller,􀛸,NO
,"hardware, objects & tools",976,1006F9,FALSE,,,,,,gamecontroller.fill,􀛹,NO
speech,communication,985,100B04,FALSE,,,,,,rectangle.3.offgrid.bubble.left,􀬄,XXXXX
speech,communication,986,100B05,FALSE,,,,,,rectangle.3.offgrid.bubble.left.fill,􀬅,XXXXX
,communication,989,10057A,FALSE,,,,,,ellipsis.bubble,􀕺,XXXXX
,communication,990,10057B,FALSE,,,,,,ellipsis.bubble.fill,􀕻,XXXXX
,human,992,100723,FALSE,,,,,,ear,􀜣,NO
privacy,human,994,10027B,FALSE,,,block,privacy,,hand.raised,􀉻,XXXXX
privacy,human,995,10027C,FALSE,,,block.fill,privacy.fill,,hand.raised.fill,􀉼,XXXXX
privacy,human,996,10027D,FALSE,,,unblock,,,hand.raised.slash,􀉽,XXXXX
privacy,human,997,10027E,FALSE,,,unblock.fill,,,hand.raised.slash.fill,􀉾,XXXXX
,human,998,10027F,FALSE,,,like,,,hand.thumbsup,􀉿,XXXXX
,human,999,100280,FALSE,,,like.fill,,,hand.thumbsup.fill,􀊀,XXXXX
,human,1000,100281,FALSE,,,dislike,,,hand.thumbsdown,􀊁,XXXXX
,human,1001,100282,FALSE,,,dislike.fill,,,hand.thumbsdown.fill,􀊂,XXXXX
,human,1004,100593,FALSE,,,,,,hand.draw,􀖓,NO
,human,1005,100594,FALSE,,,,,,hand.draw.fill,􀖔,NO
,human,1006,10067D,FALSE,,,,,,hand.point.left,􀙽,NO
,,1006,100B1B,FALSE,,,,,,phone.connection,􀬛,XXXXX
,human,1007,10067E,FALSE,,,,,,hand.point.left.fill,􀙾,NO
,,1007,100B1C,FALSE,,,,,,phone.fill.connection,􀬜,XXXXX
,human,1008,10067F,FALSE,,,,,,hand.point.right,􀙿,NO
,human,1009,100680,FALSE,,,,,,hand.point.right.fill,􀚀,NO
,,1013,100437,FALSE,,,skip.slide,,,rectangle.compress.vertical,􀐷,XXXXX
,,1014,100438,FALSE,,,show.slide,,,rectangle.expand.vertical,􀐸,XXXXX
,,1015,10066E,FALSE,,,,,,rectangle.and.arrow.up.right.and.arrow.down.left,􀙮,NO
,,1016,10066F,FALSE,,,,,,rectangle.and.arrow.up.right.and.arrow.down.left.slash,􀙯,NO
,communication,1019,100705,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Teletype feature.,,tty.circle,,,teletype.circle,􀜅,XXXXX
,,1020,10043E,FALSE,,,chart.column,,,chart.bar,􀐾,XXXXX
,communication,1020,100706,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Teletype feature.,,tty.circle.fill,,,teletype.circle.fill,􀜆,XXXXX
,,1021,10043F,FALSE,,,chart.column.fill,,,chart.bar.fill,􀐿,XXXXX
,,1022,100440,FALSE,,,chart.pie,,,chart.pie,􀑀,XXXXX
,,1023,10070B,FALSE,,,chart.pie.fill,,,chart.pie.fill,􀜋,NO
,,1025,100442,FALSE,,,,,,burst,􀑂,XXXXX
,,1026,10061E,FALSE,,,,,,burst.fill,􀘞,NO
,health,1027,10071F,FALSE,,,,,,waveform.path.ecg,􀜟,NO
,,1028,100443,FALSE,,,,,,waveform.path,􀑃,XXXXX
,,1029,100444,FALSE,,,,,,waveform.path.badge.plus,􀑄,XXXXX
facetime,communication,1029,10072F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,,,,video.fill.badge.plus,􀜯,XXXXX
,,1030,100445,FALSE,,,,,,waveform.path.badge.minus,􀑅,XXXXX
,,1030,100BBA,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,,,,video.badge.checkmark,􀮺,XXXXX
,,1031,10066B,FALSE,,,,,,waveform,􀙫,NO
,,1031,100BBB,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,,,,video.fill.badge.checkmark,􀮻,XXXXX
,,1032,100788,FALSE,,,,,,waveform.circle,􀞈,NO
,,1033,100789,FALSE,,,,,,waveform.circle.fill,􀞉,NO
,health,1034,100446,FALSE,,,medical.id,,,staroflife,􀑆,XXXXX
,health,1035,100447,FALSE,,,medical.id.fill,,,staroflife.fill,􀑇,XXXXX
,"hardware, objects & tools",1040,100448,FALSE,,,audiobook,,,headphones,􀑈,XXXXX
,objects & tools,1043,100449,FALSE,,,gift,,,gift,􀑉,XXXXX
,objects & tools,1044,10044A,FALSE,,,gift.fill,,,gift.fill,􀑊,XXXXX
,shapes,1047,10044B,FALSE,,,,,,app,􀑋,XXXXX
,shapes,1048,10044C,FALSE,,,,,,app.fill,􀑌,XXXXX
,,1048,100997,FALSE,,,,,,envelope.arrow.triangle.branch,􀦗,XXXXX
,,1049,10044D,FALSE,,,,,,plus.app,􀑍,XXXXX
,,1049,100998,FALSE,,,,,,envelope.arrow.triangle.branch.fill,􀦘,XXXXX
,,1050,10044E,FALSE,,,,,,plus.app.fill,􀑎,XXXXX
,,1051,10044F,FALSE,,,notifications,,,app.badge,􀑏,XXXXX
,,1052,100450,FALSE,,,notifications.fill,,,app.badge.fill,􀑐,XXXXX
,,1053,100451,FALSE,,,gift,,,app.gift,􀑑,XXXXX
,,1054,100452,FALSE,,,gift.fill,,,app.gift.fill,􀑒,XXXXX
,,1056,100AD9,FALSE,,,,,,envelope.badge.shield.lefthalf.fill,envelope.badge.shield.lefthalf.fill,XXXXX
,transportation,1057,100453,FALSE,,,airplane.mode,,,airplane,􀑓,2708
,,1057,100ADA,FALSE,,,,,,envelope.fill.badge.shield.righthalf.fill,envelope.fill.badge.shield.righthalf.fill,XXXXX
related,,1058,10035D,FALSE,,,related.messages,,,mail.stack,􀍝,XXXXX
related,,1059,10035E,FALSE,,,related.messages.fill,,,mail.stack.fill,􀍞,XXXXX
,,1060,100454,FALSE,,,,,,studentdesk,􀑔,XXXXX
,,1060,1008EA,FALSE,,,,,,mail,􀣪,XXXXX
,objects & tools,1061,100587,FALSE,,,duration,,,hourglass,􀖇,NO
,,1061,1008EB,FALSE,,,,,,mail.fill,􀣫,XXXXX
,objects & tools,1062,100588,FALSE,,,duration.start,,,hourglass.bottomhalf.fill,􀖈,NO
headers,,1062,1008BE,FALSE,,,,,,mail.and.text.magnifyingglass,􀢾,XXXXX
,objects & tools,1063,100589,FALSE,,,duration.end,,,hourglass.tophalf.fill,􀖉,NO
,,1064,100B38,FALSE,,,,,,rectangle.and.text.magnifyingglass,􀬸,XXXXX
conversations,,1066,1008BF,FALSE,,,,,,arrow.up.right.and.arrow.down.left.rectangle,􀢿,XXXXX
,text formatting,1067,100486,FALSE,,,,,,paragraph,􀒆,NO
conversations,,1067,1008C0,FALSE,,,,,,arrow.up.right.and.arrow.down.left.rectangle.fill,􀣀,XXXXX
,apple,1068,100690,FALSE,,,purchased,,,purchased,􀚐,NO
,apple,1069,100691,FALSE,,,purchased.circle,,,purchased.circle,􀚑,NO
,objects & tools,1069,1008CB,FALSE,,,,,,gearshape,􀣋,XXXXX
,apple,1070,100692,FALSE,,,purchased.circle.fill,,,purchased.circle.fill,􀚒,NO
,objects & tools,1070,1008CC,FALSE,,,,,,gearshape.fill,􀣌,XXXXX
,,1071,10062F,FALSE,,,,,,exclamationmark.octagon,􀘯,NO
,objects & tools,1071,10094E,FALSE,,,,,,gearshape.2,􀥎,XXXXX
,,1072,100630,FALSE,,,,,,exclamationmark.octagon.fill,􀘰,NO
,objects & tools,1072,10094F,FALSE,,,,,,gearshape.2.fill,􀥏,XXXXX
,,1073,100489,FALSE,,,error,,,xmark.octagon,􀒉,NO
,,1074,10048A,FALSE,,,error.fill,,,xmark.octagon.fill,􀒊,NO
,,1075,100497,FALSE,,,disconnect,,,bolt.horizontal,􀒗,NO
,,1076,100498,FALSE,,,disconnect.fill,,,bolt.horizontal.fill,􀒘,NO
,,1077,100499,FALSE,,,disconnect.circle,,,bolt.horizontal.circle,􀒙,NO
,,1077,100ACE,FALSE,,,,,,line.3.crossed.swirl.circle,􀫎,XXXXX
,,1078,10049A,FALSE,,,disconnect.circle.fill,,,bolt.horizontal.circle.fill,􀒚,NO
,,1078,100ACF,FALSE,,,,,,line.3.crossed.swirl.circle.fill,􀫏,XXXXX
,"objects & tools, editing",1079,1004B1,FALSE,,,edit.perspective,,,perspective,􀒱,NO
,"objects & tools, editing",1083,100796,FALSE,,,,,,aspectratio,􀞖,NO
,"objects & tools, editing",1085,10078F,FALSE,,,,,,aspectratio.fill,􀞏,NO
password,,1085,100829,FALSE,,,,,,ellipsis.rectangle,􀠩,XXXXX
,"objects & tools, editing",1086,100375,FALSE,,,edit.perspective,,,skew,􀍵,XXXXX
password,,1086,10082A,FALSE,,,,,,ellipsis.rectangle.fill,􀠪,XXXXX
,editing,1087,100792,FALSE,,,,,,flip.horizontal,􀞒,NO
,editing,1088,100793,FALSE,,,,,,flip.horizontal.fill,􀞓,NO
,commerce,1089,1004AB,FALSE,,,shopping.bag.circle,,,bag.circle,􀒫,XXXXX
,commerce,1090,1004AC,FALSE,,,shopping.bag.circle.fill,,,bag.circle.fill,􀒬,XXXXX
,,1091,1004D7,FALSE,,,grid,,,grid,􀓗,NO
,,1092,1004D8,FALSE,,,grid.circle,,,grid.circle,􀓘,NO
,,1093,10061F,FALSE,,,grid.circle.fill,,,grid.circle.fill,􀘟,NO
,,1094,1004DC,FALSE,,,burn,,,burn,􀓜,NO
,editing,1096,1.004E+11,FALSE,,,draw,,,scribble,􀓨,NO
,editing,1097,1.004E+12,FALSE,,,lasso.select,,,lasso,􀓩,NO
,,1098,10057C,FALSE,,,voicemail,,,recordingtape,􀕼,NO
,objects & tools,1099,100586,FALSE,,,reading.list,,,eyeglasses,􀖆,NO
,,1100,1.006E+11,FALSE,,,,,,battery.100,􀛨,NO
,,1101,1.006E+12,FALSE,,,,,,battery.25,􀛩,NO
,,1102,1006EA,FALSE,,,,,,battery.0,􀛪,NO
,commerce,1105,1004AF,FALSE,,,card.circle,,,creditcard.circle,􀒯,XXXXX
,commerce,1106,1004B0,FALSE,,,card.circle.fill,,,creditcard.circle.fill,􀒰,XXXXX
,objects & tools,1108,1006ED,FALSE,,,,,,lightbulb,􀛭,NO
,objects & tools,1109,1006EE,FALSE,,,,,,lightbulb.fill,􀛮,NO
,objects & tools,1110,100783,FALSE,,,,,,lightbulb.slash,􀞃,NO
,objects & tools,1111,100784,FALSE,,,,,,lightbulb.slash.fill,􀞄,NO
,,1111,1009A0,FALSE,,,,,,giftcard,􀦠,XXXXX
,,1112,1009A1,FALSE,,,,,,giftcard.fill,􀦡,XXXXX
,objects & tools,1113,1007FE,FALSE,,,,,,wallet.pass,􀟾,XXXXX
,objects & tools,1114,1007FF,FALSE,,,,,,wallet.pass.fill,􀟿,XXXXX
,text formatting,1118,1002F1,FALSE,,,list,,,list.dash,􀋱,XXXXX
,text formatting,1119,1002F2,FALSE,,,bulleted.list,,,list.bullet,􀋲,XXXXX
,text formatting,1120,1002F3,FALSE,,,bulletest.list.indent,,,list.bullet.indent,􀋳,XXXXX
,text formatting,1121,1002F4,FALSE,,,numbered.list.number,,,list.number,􀋴,XXXXX
,text formatting,1122,100641,FALSE,,rtl,numbered.list.number.rtl,,,list.number.rtl,􀙁,NO
,text formatting,1123,1002F5,FALSE,,,,,,increase.indent,􀋵,NO
,"objects & tools, editing",1123,10037A,FALSE,,,adjust,,,dial.min,􀍺,XXXXX
,text formatting,1124,1002F6,FALSE,,,,,,decrease.indent,􀋶,NO
,"objects & tools, editing",1124,10037B,FALSE,,,adjust.fill,,,dial.min.fill,􀍻,XXXXX
,text formatting,1125,10077F,FALSE,,,,,,decrease.quotelevel,􀝿,NO
,,1125,100A90,FALSE,,,,,,dial.max,􀪐,XXXXX
,text formatting,1126,100780,FALSE,,,,,,increase.quotelevel,􀞀,NO
,,1126,100A91,FALSE,,,,,,dial.max.fill,􀪑,XXXXX
,,1127,1002F7,FALSE,,,split.view.vertically,,,list.bullet.below.rectangle,􀋷,XXXXX
,,1127,100B17,FALSE,,,,,,gyroscope,􀬗,XXXXX
,,1128,1002F8,FALSE,,,add.list,,,text.badge.plus,􀋸,XXXXX
