additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
,"objectsandtools, transportation, whatsnew",1841,100D60,TRUE,FALSE,,,,,,,,,,,fuelpump.circle,,􀵠,XXXXX,2021
,"multicolor, objectsandtools, transportation, whatsnew",1842,100D61,TRUE,FALSE,,,,,,,,,,,fuelpump.circle.fill,,􀵡,XXXXX,2021
,"objectsandtools, whatsnew",1843,10104B,TRUE,FALSE,,,,,,,,,,,fanblades,,􁁋,XXXXX,2021
,"objectsandtools, whatsnew",1844,10104C,TRUE,FALSE,,,,,,,,,,,fanblades.fill,,􁁌,XXXXX,2021
"bedtime, medical, sleep","health, objectsandtools",1845,100669,TRUE,FALSE,,,bedtime,medical,sleep,,,,,,bed.double,,􀙩,XXXXX,2019
"bedtime.fill, medical, sleep","health, multicolor, objectsandtools",1846,10066A,TRUE,FALSE,,,bedtime.fill,medical,sleep,,,,,,bed.double.fill,,􀙪,XXXXX,2019
"medical, sleep","health, objectsandtools, whatsnew",1847,10104F,TRUE,FALSE,,,medical,sleep,,,,,,,bed.double.circle,,􁁏,XXXXX,2021
"medical, sleep","health, multicolor, objectsandtools, whatsnew",1848,101050,TRUE,FALSE,,,medical,sleep,,,,,,,bed.double.circle.fill,,􁁐,XXXXX,2021
,"human, multicolor",1849,10099A,TRUE,FALSE,,,,,,,,,,,lungs,,􀦚,XXXXX,2020
,"human, multicolor",1850,10099B,TRUE,FALSE,,,,,,,,,,,lungs.fill,,􀦛,XXXXX,2020
medical,"health, multicolor, nature, whatsnew",1851,100B2D,TRUE,FALSE,,,medical,,,,,,,,allergens,,􀬭,XXXXX,2021
medical,health,1852,100831,TRUE,FALSE,,,medical,,,,,,,,pills,,􀠱,XXXXX,2020
medical,"health, multicolor",1853,100832,TRUE,FALSE,,,medical,,,,,,,,pills.fill,,􀠲,XXXXX,2020
medical,"multicolor, objectsandtools, whatsnew",1854,1010B6,TRUE,FALSE,,,medical,,,,,,,,testtube.2,,􁂶,XXXXX,2021
medical,"multicolor, objectsandtools, whatsnew",1855,100F0D,TRUE,FALSE,,,medical,,,,,,,,ivfluid.bag,,􀼍,XXXXX,2021
medical,"multicolor, objectsandtools, whatsnew",1856,100F0E,TRUE,FALSE,,,medical,,,,,,,,ivfluid.bag.fill,,􀼎,XXXXX,2021
medical,"multicolor, objectsandtools, whatsnew",1857,100F18,TRUE,FALSE,,,medical,,,,,,,,cross.vial,,􀼘,XXXXX,2021
medical,"objectsandtools, whatsnew",1858,100F19,TRUE,FALSE,,,medical,,,,,,,,cross.vial.fill,,􀼙,XXXXX,2021
medical,health,1859,1008DC,TRUE,FALSE,,,medical,,,,,,,,cross,,􀣜,XXXXX,2020
medical,health,1860,1008DD,TRUE,FALSE,,,medical,,,,,,,,cross.fill,,􀣝,XXXXX,2020
medical,health,1861,1008DE,TRUE,FALSE,,,medical,,,,,,,,cross.circle,,􀣞,XXXXX,2020
medical,"health, multicolor",1862,1008DF,TRUE,FALSE,,,medical,,,,,,,,cross.circle.fill,,􀣟,XXXXX,2020
"fast, increase.speed, rabbit",nature,1863,1004CE,TRUE,FALSE,,,fast,increase.speed,rabbit,,,,,,hare,,􀓎,XXXXX,2019
"fast, increase.speed.fill, rabbit",nature,1864,1004CF,TRUE,FALSE,,,fast,increase.speed.fill,rabbit,,,,,,hare.fill,,􀓏,XXXXX,2019
"decrease.speed, slow, turtle",nature,1865,1004D0,TRUE,FALSE,,,decrease.speed,slow,turtle,,,,,,tortoise,,􀓐,XXXXX,2019
"decrease.speed.fill, slow, turtle",nature,1866,1004D1,TRUE,FALSE,,,decrease.speed.fill,slow,turtle,,,,,,tortoise.fill,,􀓑,XXXXX,2019
"animals, pet friendly","nature, whatsnew",1867,100F9E,TRUE,FALSE,,,animals,pet friendly,,,,,,,pawprint,,􀾞,XXXXX,2021
"animals, pet friendly","nature, whatsnew",1868,100F9F,TRUE,FALSE,,,animals,pet friendly,,,,,,,pawprint.fill,,􀾟,XXXXX,2021
"animals, pet friendly","nature, whatsnew",1869,1010B0,TRUE,FALSE,,,animals,pet friendly,,,,,,,pawprint.circle,,􁂰,XXXXX,2021
"animals, pet friendly","nature, whatsnew",1870,1010B1,TRUE,FALSE,,,animals,pet friendly,,,,,,,pawprint.circle.fill,,􁂱,XXXXX,2021
"bug, radar, report.issue",nature,1871,10031A,TRUE,FALSE,,,bug,radar,report.issue,,,,,,ant,,􀌚,XXXXX,2019
"bug, radar, report.issue.fill",nature,1872,10031B,TRUE,FALSE,,,bug,radar,report.issue.fill,,,,,,ant.fill,,􀌛,XXXXX,2019
"bug, radar, report.issue.circle",nature,1873,10031C,TRUE,FALSE,,,bug,radar,report.issue.circle,,,,,,ant.circle,,􀌜,XXXXX,2019
"bug, radar, report.issue.circle.fill","multicolor, nature",1874,10031D,TRUE,FALSE,,,bug,radar,report.issue.circle.fill,,,,,,ant.circle.fill,,􀌝,XXXXX,2019
,"multicolor, nature",1877,100972,TRUE,FALSE,,,,,,,,,,,leaf,,􀥲,XXXXX,2020
,"multicolor, nature",1878,100973,TRUE,FALSE,,,,,,,,,,,leaf.fill,,􀥳,XXXXX,2020
,"multicolor, nature, whatsnew",1879,1010AC,TRUE,FALSE,,,,,,,,,,,leaf.circle,,􁂬,XXXXX,2021
,"multicolor, nature, whatsnew",1880,1010AD,TRUE,FALSE,,,,,,,,,,,leaf.circle.fill,,􁂭,XXXXX,2021
,"arrows, nature",1881,10065C,TRUE,FALSE,,,,,,,,,,,leaf.arrow.triangle.circlepath,leaf.arrow.circlepath,􀙜,XXXXX,2020
movie,objectsandtools,1882,1003B6,TRUE,FALSE,,,movie,,,,,,,,film,,􀎶,XXXXX,2019
movie.fill,objectsandtools,1883,1003B7,TRUE,FALSE,,,movie.fill,,,,,,,,film.fill,,􀎷,XXXXX,2019
,"objectsandtools, whatsnew",1884,100E0A,TRUE,FALSE,,,,,,,,,,,film.circle,,􀸊,XXXXX,2021
,"multicolor, objectsandtools, whatsnew",1885,100E0B,TRUE,FALSE,,,,,,,,,,,film.circle.fill,,􀸋,XXXXX,2021
,,1886,100750,TRUE,FALSE,,,,,,,,,,,sportscourt,,􀝐,XXXXX,2019
,,1887,100751,TRUE,FALSE,,,,,,,,,,,sportscourt.fill,,􀝑,XXXXX,2019
,human,1888,1003B8,TRUE,FALSE,,,,,,,,,,,face.smiling,smiley,􀎸,XXXXX,2020
,human,1889,10064C,TRUE,FALSE,,,,,,,,,,,face.smiling.fill,smiley.fill,􀙌,XXXXX,2020
,human,1890,100967,TRUE,FALSE,,,,,,,,,,,face.dashed,,􀥧,XXXXX,2020
,human,1891,100A38,TRUE,FALSE,,,,,,,,,,,face.dashed.fill,,􀨸,XXXXX,2020
,objectsandtools,1892,100985,TRUE,FALSE,,,,,,,,,,,crown,,􀦅,XXXXX,2020
,objectsandtools,1893,100986,TRUE,FALSE,,,,,,,,,,,crown.fill,,􀦆,XXXXX,2020
,objectsandtools,1894,100988,TRUE,FALSE,,,,,,,,,,,comb,,􀦈,XXXXX,2020
,objectsandtools,1895,100989,TRUE,FALSE,,,,,,,,,,,comb.fill,,􀦉,XXXXX,2020
qr.code,,1896,100582,TRUE,FALSE,,,qr.code,,,,,,,,qrcode,,􀖂,XXXXX,2019
,,1897,100631,TRUE,FALSE,,,,,,,,,,,barcode,,􀘱,XXXXX,2019
scan,,1898,1003B9,TRUE,FALSE,,,scan,,,,,,,,viewfinder,,􀎹,XXXXX,2019
scan.circle,,1899,1003BF,TRUE,FALSE,,,scan.circle,,,,,,,,viewfinder.circle,,􀎿,XXXXX,2019
scan.circle.fill,multicolor,1900,1003C0,TRUE,FALSE,,,scan.circle.fill,,,,,,,,viewfinder.circle.fill,,􀏀,XXXXX,2019
"scan bar code, scan.barcode",,1901,1003BA,TRUE,FALSE,,,scan bar code,scan.barcode,,,,,,,barcode.viewfinder,,􀎺,XXXXX,2019
"scan qr code, scan.qr.code",,1902,1003BB,TRUE,FALSE,,,scan qr code,scan.qr.code,,,,,,,qrcode.viewfinder,,􀎻,XXXXX,2019
add,,1903,100944,TRUE,FALSE,,,add,,,,,,,,plus.viewfinder,,􀥄,XXXXX,2020
screenshot,objectsandtools,1904,1003BC,TRUE,FALSE,,,screenshot,,,,,,,,camera.viewfinder,,􀎼,XXXXX,2019
"authentication, face.id, security",multicolor,1905,1003BD,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Face ID feature.,,authentication,face.id,security,,,,,,faceid,,􀎽,XXXXX,2019
"scan document, scan.document",,1906,1003BE,TRUE,FALSE,,,scan document,scan.document,,,,,,,doc.text.viewfinder,,􀎾,XXXXX,2019
scan document,,1907,100862,TRUE,FALSE,,,scan document,,,,,,,,doc.text.fill.viewfinder,,􀡢,XXXXX,2020
,,1908,100B83,TRUE,FALSE,,,,,,,,,,,location.viewfinder,,􀮃,XXXXX,2020
,,1909,100B84,TRUE,FALSE,,,,,,,,,,,location.fill.viewfinder,,􀮄,XXXXX,2020
,whatsnew,1911,1.00E+45,TRUE,FALSE,,,,,,,,,,,text.viewfinder,,􀹃,XXXXX,2021
"environment, image, mountain, photo, place, sun",,1912,1003C5,TRUE,FALSE,,,environment,image,mountain,photo,place,sun,,,photo,,􀏅,XXXXX,2019
"environment, image, mountain, photo.fill, place, sun",,1913,1003C6,TRUE,FALSE,,,environment,image,mountain,photo.fill,place,sun,,,photo.fill,,􀏆,XXXXX,2019
"environment, image, mountain, place, sun",whatsnew,1914,1010AE,TRUE,FALSE,,,environment,image,mountain,place,sun,,,,photo.circle,,􁂮,XXXXX,2021
"environment, image, mountain, place, sun",whatsnew,1915,1010AF,TRUE,FALSE,,,environment,image,mountain,place,sun,,,,photo.circle.fill,,􁂯,XXXXX,2021
,,1920,100AAB,TRUE,FALSE,,,,,,,,,,,checkerboard.rectangle,,􀪫,XXXXX,2020
,,1921,1007B2,TRUE,FALSE,,,,,,,,,,,camera.metering.center.weighted.average,,􀞲,XXXXX,2020
,,1922,1008AA,TRUE,FALSE,,,,,,,,,,,camera.metering.center.weighted,,􀢪,XXXXX,2020
,,1923,1008AB,TRUE,FALSE,,,,,,,,,,,camera.metering.matrix,,􀢫,XXXXX,2020
,,1924,1008AC,TRUE,FALSE,,,,,,,,,,,camera.metering.multispot,,􀢬,XXXXX,2020
,,1925,1008AD,TRUE,FALSE,,,,,,,,,,,camera.metering.none,,􀢭,XXXXX,2020
,,1926,1008AE,TRUE,FALSE,,,,,,,,,,,camera.metering.partial,,􀢮,XXXXX,2020
,,1927,1008AF,TRUE,FALSE,,,,,,,,,,,camera.metering.spot,,􀢯,XXXXX,2020
,,1928,1008B0,TRUE,FALSE,,,,,,,,,,,camera.metering.unknown,,􀢰,XXXXX,2020
,,1930,100A3A,TRUE,FALSE,,,,,,,,,,,camera.aperture,,􀨺,XXXXX,2020
,editing,1931,100941,TRUE,FALSE,,,,,,,,,,,rectangle.dashed,,􀥁,XXXXX,2020
,editing,1932,100942,TRUE,FALSE,,,,,,,,,,,rectangle.dashed.badge.record,,􀥂,XXXXX,2020
"+, add",multicolor,1933,1003D1,TRUE,FALSE,,,+,add,,,,,,,rectangle.badge.plus,,􀏑,XXXXX,2020
"+, add",multicolor,1934,1003D2,TRUE,FALSE,,,+,add,,,,,,,rectangle.fill.badge.plus,,􀏒,XXXXX,2020
"-, remove",multicolor,1935,1003D3,TRUE,FALSE,,,-,remove,,,,,,,rectangle.badge.minus,,􀏓,XXXXX,2020
"-, remove",multicolor,1936,1003D4,TRUE,FALSE,,,-,remove,,,,,,,rectangle.fill.badge.minus,,􀏔,XXXXX,2020
,multicolor,1937,1003D5,TRUE,FALSE,,,,,,,,,,,rectangle.badge.checkmark,,􀏕,XXXXX,2019
,multicolor,1938,1003D6,TRUE,FALSE,,,,,,,,,,,rectangle.fill.badge.checkmark,rectangle.badge.checkmark.fill,􀏖,XXXXX,2019
x,multicolor,1939,1003D7,TRUE,FALSE,,,x,,,,,,,,rectangle.badge.xmark,,􀏗,XXXXX,2019
x,multicolor,1940,1003D8,TRUE,FALSE,,,x,,,,,,,,rectangle.fill.badge.xmark,rectangle.badge.xmark.fill,􀏘,XXXXX,2019
image,,1943,1003EB,TRUE,FALSE,,,image,,,,,,,,photo.on.rectangle,,􀏫,XXXXX,2019
image,,1944,1003EC,TRUE,FALSE,,,image,,,,,,,,photo.fill.on.rectangle.fill,photo.on.rectangle.fill,􀏬,XXXXX,2019
,,1945,10046F,TRUE,FALSE,,,,,,,,,,,rectangle.on.rectangle.angled,,􀑯,XXXXX,2019
,,1946,100470,TRUE,FALSE,,,,,,,,,,,rectangle.fill.on.rectangle.angled.fill,rectangle.on.rectangle.angled.fill,􀑰,XXXXX,2019
image,,1947,1008F5,TRUE,FALSE,,,image,,,,,,,,photo.on.rectangle.angled,,􀣵,XXXXX,2020
album,,1948,1003ED,TRUE,FALSE,,,album,,,,,,,,rectangle.stack,,􀏭,XXXXX,2019
album,,1949,1003EE,TRUE,FALSE,,,album,,,,,,,,rectangle.stack.fill,,􀏮,XXXXX,2019
"add, album",multicolor,1950,1003F1,TRUE,FALSE,,,add,album,,,,,,,rectangle.stack.badge.plus,,􀏱,XXXXX,2019
"add, album",multicolor,1951,1003F2,TRUE,FALSE,,,add,album,,,,,,,rectangle.stack.fill.badge.plus,rectangle.stack.badge.plus.fill,􀏲,XXXXX,2019
"album, remove",multicolor,1952,1003F3,TRUE,FALSE,,,album,remove,,,,,,,rectangle.stack.badge.minus,,􀏳,XXXXX,2019
"album, remove",multicolor,1953,1003F4,TRUE,FALSE,,,album,remove,,,,,,,rectangle.stack.fill.badge.minus,rectangle.stack.badge.minus.fill,􀏴,XXXXX,2019
"album, shared",human,1954,1003F9,TRUE,FALSE,,,album,shared,,,,,,,rectangle.stack.badge.person.crop,,􀏹,XXXXX,2019
"album, shared",human,1955,1003FA,TRUE,FALSE,,,album,shared,,,,,,,rectangle.stack.fill.badge.person.crop,,􀏺,XXXXX,2019
album,whatsnew,1956,100F59,TRUE,FALSE,,,album,,,,,,,,rectangle.stack.badge.play.crop,,􀽙,XXXXX,2021
album,whatsnew,1957,100F5A,TRUE,FALSE,,,album,,,,,,,,rectangle.stack.fill.badge.play.crop.fill,,􀽚,XXXXX,2021
split.view.horitzontally.left,,1960,1003DA,TRUE,FALSE,,,split.view.horitzontally.left,,,,,,,,sidebar.left,,􀏚,XXXXX,2019
split.view.horitzontally.right,,1961,1003DB,TRUE,FALSE,,,split.view.horitzontally.right,,,,,,,,sidebar.right,,􀏛,XXXXX,2019
window,multicolor,1968,1003DC,TRUE,FALSE,,,window,,,,,,,,macwindow,,􀏜,XXXXX,2019
"+, add, create, new",multicolor,1969,100943,TRUE,FALSE,,,+,add,create,new,,,,,macwindow.badge.plus,,􀥃,XXXXX,2020
dock,,1970,1003DE,TRUE,FALSE,,,dock,,,,,,,,dock.rectangle,rectangle.dock,􀏞,XXXXX,2020
,,1971,1008FE,TRUE,FALSE,,,,,,,,,,,dock.arrow.up.rectangle,,􀣾,XXXXX,2020
,,1972,1008FF,TRUE,FALSE,,,,,,,,,,,dock.arrow.down.rectangle,,􀣿,XXXXX,2020
,,1973,10098D,TRUE,FALSE,,,,,,,,,,,menubar.rectangle,,􀦍,XXXXX,2020
desktop,,1974,1008F0,TRUE,FALSE,,,desktop,,,,,,,,menubar.dock.rectangle,,􀣰,XXXXX,2020
desktop,,1975,1008D1,TRUE,FALSE,,,desktop,,,,,,,,menubar.dock.rectangle.badge.record,,􀣑,XXXXX,2020
,,1976,100900,TRUE,FALSE,,,,,,,,,,,menubar.arrow.up.rectangle,,􀤀,XXXXX,2020
,,1977,100901,TRUE,FALSE,,,,,,,,,,,menubar.arrow.down.rectangle,,􀤁,XXXXX,2020
,,1978,10088C,TRUE,FALSE,,,,,,,,,,,macwindow.on.rectangle,,􀢌,XXXXX,2020
,,1980,1008DA,TRUE,FALSE,,,,,,,,,,,text.and.command.macwindow,,􀣚,XXXXX,2020
,,1981,10092F,TRUE,FALSE,,,,,,,,,,,keyboard.macwindow,,􀤯,XXXXX,2020
,,1982,1003DD,TRUE,FALSE,,,,,,,,,,,uiwindow.split.2x1,,􀏝,XXXXX,2019
,,1983,100BEB,TRUE,FALSE,,,,,,,,,,,mosaic,,􀯫,XXXXX,2020
,,1984,100BEC,TRUE,FALSE,,,,,,,,,,,mosaic.fill,,􀯬,XXXXX,2020
,,1985,1.00E+04,TRUE,FALSE,,,,,,,,,,,squares.below.rectangle,,􀏡,XXXXX,2019
grid.view.fill,,1986,10062E,TRUE,FALSE,,,grid.view.fill,,,,,,,,rectangle.split.3x3.fill,,􀘮,XXXXX,2019
group,,1987,100A76,TRUE,FALSE,,,group,,,,,,,,square.on.square.squareshape.controlhandles,,􀩶,XXXXX,2020
ungroup,,1988,100A77,TRUE,FALSE,,,ungroup,,,,,,,,squareshape.controlhandles.on.squareshape.controlhandles,,􀩷,XXXXX,2020
panorama,,1989,10040F,TRUE,FALSE,,,panorama,,,,,,,,pano,,􀐏,XXXXX,2019
panorama.fill,,1990,100410,TRUE,FALSE,,,panorama.fill,,,,,,,,pano.fill,,􀐐,XXXXX,2019
,whatsnew,1991,1.00E+89,TRUE,FALSE,,,,,,,,,,,circle.grid.2x1,,􀺇,XXXXX,2021
,whatsnew,1992,1.00E+90,TRUE,FALSE,,,,,,,,,,,circle.grid.2x1.fill,,􀺈,XXXXX,2021
,whatsnew,1993,1.00E+91,TRUE,FALSE,,,,,,,,,,,circle.grid.2x1.left.filled,,􀺉,XXXXX,2021
,whatsnew,1994,100E8A,TRUE,FALSE,,,,,,,,,,,circle.grid.2x1.right.filled,,􀺊,XXXXX,2021
,,1995,100411,TRUE,FALSE,,,,,,,,,,,square.and.line.vertical.and.square,,􀐑,XXXXX,2019
,whatsnew,1996,100412,TRUE,FALSE,,,,,,,,,,,square.fill.and.line.vertical.and.square.fill,square.fill.and.line.vertical.square.fill,􀐒,XXXXX,2021
,,1997,100413,TRUE,FALSE,,,,,,,,,,,square.fill.and.line.vertical.and.square,square.line.vertical.square.fill.left,􀐓,XXXXX,2019
,,1998,100414,TRUE,FALSE,,,,,,,,,,,square.and.line.vertical.and.square.fill,,􀐔,XXXXX,2019
,,1999,100415,TRUE,FALSE,,,,,,,,,,,flowchart,,􀐕,XXXXX,2019
,,2000,100416,TRUE,FALSE,,,,,,,,,,,flowchart.fill,,􀐖,XXXXX,2019
,,2001,100A72,TRUE,FALSE,,,,,,,,,,,rectangle.connected.to.line.below,,􀩲,XXXXX,2020
,"objectsandtools, shapes",2002,100666,TRUE,FALSE,,,,,,,,,,,shield,,􀙦,XXXXX,2019
,"objectsandtools, shapes",2003,100667,TRUE,FALSE,,,,,,,,,,,shield.fill,,􀙧,XXXXX,2019
,"objectsandtools, whatsnew",2004,100668,TRUE,FALSE,,,,,,,,,,,shield.lefthalf.filled,shield.lefthalf.fill,􀙨,XXXXX,2021
,"objectsandtools, whatsnew",2005,100FEE,TRUE,FALSE,,,,,,,,,,,shield.righthalf.filled,,􀿮,XXXXX,2021
remove,objectsandtools,2006,1007A1,TRUE,FALSE,,,remove,,,,,,,,shield.slash,,􀞡,XXXXX,2019
remove,objectsandtools,2007,1007A2,TRUE,FALSE,,,remove,,,,,,,,shield.slash.fill,,􀞢,XXXXX,2019
remove,"objectsandtools, whatsnew",2008,100C8A,TRUE,FALSE,,,remove,,,,,,,,shield.lefthalf.filled.slash,shield.lefthalf.fill.slash,􀲊,XXXXX,2021
,"objectsandtools, whatsnew",2009,100D54,TRUE,FALSE,,,,,,,,,,,checkerboard.shield,shield.checkerboard,􀵔,XXXXX,2021
control.center,,2010,10070A,TRUE,FALSE,,,control.center,,,,,,,,switch.2,,􀜊,XXXXX,2020
"activities, path",,2011,1008F1,TRUE,FALSE,,,activities,path,,,,,,,point.topleft.down.curvedto.point.bottomright.up,,􀣱,XXXXX,2020
"activities, path",whatsnew,2012,100B31,TRUE,FALSE,,,activities,path,,,,,,,point.topleft.down.curvedto.point.bottomright.up.fill,point.fill.topleft.down.curvedto.point.fill.bottomright.up,􀬱,XXXXX,2021
"activities, path",whatsnew,2013,100F94,TRUE,FALSE,,,activities,path,,,,,,,point.topleft.down.curvedto.point.filled.bottomright.up,,􀾔,XXXXX,2021
"activities, path",whatsnew,2014,100F95,TRUE,FALSE,,,activities,path,,,,,,,point.filled.topleft.down.curvedto.point.bottomright.up,,􀾕,XXXXX,2021
"activities, path",whatsnew,2016,101018,TRUE,FALSE,,,activities,path,,,,,,,app.connected.to.app.below.fill,,􁀘,XXXXX,2021
"adjust, edit",editing,2017,100306,TRUE,FALSE,,,adjust,edit,,,,,,,slider.horizontal.3,,􀌆,XXXXX,2019
,editing,2018,100417,TRUE,FALSE,,,,,,,,,,,slider.horizontal.below.rectangle,,􀐗,XXXXX,2019
"adjust, edit",editing,2020,1007F2,TRUE,FALSE,,,adjust,edit,,,,,,,slider.vertical.3,,􀟲,XXXXX,2020
,objectsandtools,2021,100418,TRUE,FALSE,,,,,,,,,,,cube,,􀐘,XXXXX,2019
,objectsandtools,2022,100419,TRUE,FALSE,,,,,,,,,,,cube.fill,,􀐙,XXXXX,2019
,,2023,100B28,TRUE,FALSE,,,,,,,,,,,cube.transparent,,􀬨,XXXXX,2020
,objectsandtools,2025,10041A,TRUE,FALSE,,,,,,,,,,,shippingbox,cube.box,􀐚,XXXXX,2020
,objectsandtools,2026,10041B,TRUE,FALSE,,,,,,,,,,,shippingbox.fill,cube.box.fill,􀐛,XXXXX,2020
ar,,2027,100638,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s ARKit.,,ar,,,,,,,,arkit,,􀘸,XXXXX,2019
,whatsnew,2028,101012,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s ARKit.,,,,,,,,,,arkit.badge.xmark,,􁀒,XXXXX,2021
burst,,2033,10041C,TRUE,FALSE,,,burst,,,,,,,,square.stack.3d.down.right,,􀐜,XXXXX,2019
burst.fill,,2034,10041D,TRUE,FALSE,,,burst.fill,,,,,,,,square.stack.3d.down.right.fill,,􀐝,XXXXX,2019
hdr,,2037,10041E,TRUE,FALSE,,,hdr,,,,,,,,square.stack.3d.up,,􀐞,XXXXX,2019
hdr.fill,,2038,10041F,TRUE,FALSE,,,hdr.fill,,,,,,,,square.stack.3d.up.fill,,􀐟,XXXXX,2019
remove,,2039,100652,TRUE,FALSE,,,remove,,,,,,,,square.stack.3d.up.slash,,􀙒,XXXXX,2019
remove,,2040,100653,TRUE,FALSE,,,remove,,,,,,,,square.stack.3d.up.slash.fill,,􀙓,XXXXX,2019
a,,2041,100650,TRUE,FALSE,,,a,,,,,,,,square.stack.3d.up.badge.a,,􀙐,XXXXX,2020
a,,2042,100651,TRUE,FALSE,,,a,,,,,,,,square.stack.3d.up.badge.a.fill,,􀙑,XXXXX,2020
animate,,2043,100420,TRUE,FALSE,,,animate,,,,,,,,square.stack.3d.forward.dottedline,square.stack.3d.down.dottedline,􀐠,XXXXX,2020
live.photo,,2045,100421,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,live.photo,,,,,,,,livephoto,,􀐡,XXXXX,2019
"disable, disabled, live.photo.off, off, remove",,2046,100422,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,disable,disabled,live.photo.off,off,remove,,,,livephoto.slash,,􀐢,XXXXX,2019
,,2047,100654,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,,,,,,,,,livephoto.badge.a,,􀙔,XXXXX,2020
play.live.photo,,2048,100423,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Live Photos feature.,,play.live.photo,,,,,,,,livephoto.play,,􀐣,XXXXX,2019
"crosshair, locate, target",,2049,100429,TRUE,FALSE,,,crosshair,locate,target,,,,,,scope,,􀐩,XXXXX,2019
,,2050,10042A,TRUE,FALSE,,,,,,,,,,,helm,,􀐪,XXXXX,2019
"clock, history, most.recent, recent","multicolor, objectsandtools, time",2051,10042B,TRUE,FALSE,,,clock,history,most.recent,recent,,,,,clock,,􀐫,XXXXX,2019
"clock.fill, history, history.fill, most.recent.fill, recent","objectsandtools, time",2052,10042C,TRUE,FALSE,,,clock.fill,history,history.fill,most.recent.fill,recent,,,,clock.fill,,􀐬,XXXXX,2019
,"multicolor, objectsandtools, time, whatsnew",2053,1.00E+76,TRUE,FALSE,,,,,,,,,,,clock.badge.checkmark,,􀹴,XXXXX,2021
,"multicolor, objectsandtools, time, whatsnew",2054,1.00E+77,TRUE,FALSE,,,,,,,,,,,clock.badge.checkmark.fill,,􀹵,XXXXX,2021
warning,"multicolor, objectsandtools, time, whatsnew",2055,1.00E+78,TRUE,FALSE,,,warning,,,,,,,,clock.badge.exclamationmark,,􀹶,XXXXX,2021
warning,"multicolor, objectsandtools, time, whatsnew",2056,1.00E+79,TRUE,FALSE,,,warning,,,,,,,,clock.badge.exclamationmark.fill,,􀹷,XXXXX,2021
,"objectsandtools, time",2057,100851,TRUE,FALSE,,,,,,,,,,,deskclock,,􀡑,XXXXX,2020
,"objectsandtools, time",2058,100852,TRUE,FALSE,,,,,,,,,,,deskclock.fill,,􀡒,XXXXX,2020
alarm,"multicolor, objectsandtools, time",2059,10042D,TRUE,FALSE,,,alarm,,,,,,,,alarm,,􀐭,XXXXX,2019
"alarm, alarm.fill","objectsandtools, time",2060,10042E,TRUE,FALSE,,,alarm,alarm.fill,,,,,,,alarm.fill,,􀐮,XXXXX,2019
stopwatch,"multicolor, objectsandtools, time",2061,10042F,TRUE,FALSE,,,stopwatch,,,,,,,,stopwatch,,􀐯,XXXXX,2019
stopwatch.fill,"objectsandtools, time",2062,100430,TRUE,FALSE,,,stopwatch.fill,,,,,,,,stopwatch.fill,,􀐰,XXXXX,2019
,"objectsandtools, whatsnew",2063,1010A5,TRUE,FALSE,,,,,,,,,,,chart.xyaxis.line,,􁂥,XXXXX,2021
timer,"multicolor, objectsandtools, time",2064,100431,TRUE,FALSE,,,timer,,,,,,,,timer,,􀐱,XXXXX,2019
,"objectsandtools, time",2065,100B44,TRUE,FALSE,,,,,,,,,,,timer.square,,􀭄,XXXXX,2020
"time, time machine, timemachine",time,2066,1008D4,TRUE,FALSE,,,time,time machine,timemachine,,,,,,clock.arrow.circlepath,,􀣔,XXXXX,2020
,"devices, gaming, objectsandtools",2069,1006F8,TRUE,FALSE,,,,,,,,,,,gamecontroller,,􀛸,XXXXX,2019
,"devices, gaming, objectsandtools",2070,1006F9,TRUE,FALSE,,,,,,,,,,,gamecontroller.fill,,􀛹,XXXXX,2019
,gaming,2071,100992,TRUE,FALSE,,,,,,,,,,,l.joystick,,􀦒,XXXXX,2020
,gaming,2072,100AC1,TRUE,FALSE,,,,,,,,,,,l.joystick.fill,,􀫁,XXXXX,2020
,gaming,2073,100993,TRUE,FALSE,,,,,,,,,,,r.joystick,,􀦓,XXXXX,2020
,gaming,2074,100AC2,TRUE,FALSE,,,,,,,,,,,r.joystick.fill,,􀫂,XXXXX,2020
,"gaming, whatsnew",2075,100994,TRUE,FALSE,,,,,,,,,,,l.joystick.press.down,l.joystick.down,􀦔,XXXXX,2021
,"gaming, whatsnew",2076,100AC3,TRUE,FALSE,,,,,,,,,,,l.joystick.press.down.fill,l.joystick.down.fill,􀫃,XXXXX,2021
,"gaming, whatsnew",2077,100995,TRUE,FALSE,,,,,,,,,,,r.joystick.press.down,r.joystick.down,􀦕,XXXXX,2021
